Hogar;Persona;AnoNac;Sexo;Relacion;Viajes;LicenciaConducir;PaseEscolar;AdultoMayor;Estudios;Curso;Actividad;Ocupacion;1ctividad5mpresa;JornadaTrabajo;4onde5studia;4ir1ctividad3oordX;4ir1ctividad3oordY;4ir5studios3oordX;4ir5studios3oordY;NoViaja;Tarjeta2ip;Tarjeta22ip;Medio;3onoceTransantiago;NoUsaTransantiago;4iscapacidad;TieneIngresos;Ingreso;TramoIngreso;Ingreso6inal;TramoIngreso6inal;IngresoImputado;6actor_LaboralNormal;6actor_SabadoNormal;6actor_4omingoNormal;6actor_Laboral5stival;6actor_6indesemana5stival;6actor
121961;12196103;1989;1;3;4;3;2;2;11;4;7;2;2;2;2;2;2;2;2;2;3;2;2;1;2;J;2;0;0;0;0;0;2;2;2;2;858;699,0896
121971;12197102;1983;2;3;2;1;2;2;10;3;1;2;1;1;2;346779,0157;6298203,731;2;2;2;3;2;2;1;2;J;1;500000;3;500000;3;0;2;2;2;2;1404;133,03749
122031;12203101;1953;1;1;2;3;2;2;11;5;1;2;5;2;2;0;0;2;2;2;2;2;2;1;2;J;1;3;1;166386;1;2;770,8338;2;2;2;2;268,62231
122091;12209101;1965;1;1;2;3;2;2;11;4;1;5;2;1;2;346353,6987;6298257,092;2;2;2;3;2;2;1;2;J;1;600000;3;600000;3;0;2;2;2;2;922;45,14915
122103;12210303;2005;2;3;2;1;2;2;4;1;2;2;2;2;4;2;2;341168,763;6296462,886;2;2;2;11;2;3;J;2;0;0;0;0;0;30,4122;2;2;2;2;35,83043
122121;12212103;1987;2;3;2;1;2;2;5;4;1;5;5;2;2;335886,8676;6297003,026;2;2;2;3;2;2;1;1;J;1;230000;2;230000;2;0;2;2;2;318;2;20,85332
122142;12214201;1990;1;1;6;3;2;2;5;4;1;5;1;1;2;357407,0632;7384230,571;2;2;2;3;2;5;1;7;J;1;3;3;451882;3;2;254,2167;2;2;2;2;208,64203
122142;12214202;1993;2;2;2;1;2;2;5;1;4;2;2;2;2;2;2;2;2;2;3;99;2;1;5;J;2;0;0;0;0;0;363,5661;2;2;2;2;197,196
122142;12214203;2010;2;3;4;1;2;2;2;1;2;2;2;2;2;2;2;341239,503;6295033,541;2;2;2;11;2;5;J;2;0;0;0;0;0;298,2744;2;2;2;2;225,43192
122222;12222201;1991;1;1;4;3;2;2;5;4;1;2;5;1;2;338922,6458;6295517,799;2;2;2;3;2;3;1;5;J;1;3;3;532033;3;2;395,781;2;2;2;2;75,45882
122231;12223101;1981;1;1;11;3;2;2;7;4;1;2;5;1;2;343654,9024;6296673,709;2;2;2;2;2;2;1;5;J;1;3;2;280192;2;2;540,707;2;2;2;2;256,17749
122231;12223102;1981;2;2;4;1;2;2;5;4;4;2;2;2;2;2;2;2;2;2;3;2;2;1;5;J;2;0;0;0;0;0;330,9569;2;2;2;2;174,40407
122251;12225101;1956;1;1;2;3;2;2;5;4;1;2;2;2;2;339512,3153;6295092,376;2;2;2;3;2;2;1;2;J;1;160000;1;160000;1;0;2;2;2;2;858;332,74219
122251;12225102;1964;2;2;2;1;2;2;5;3;1;2;2;2;2;339512,3153;6295092,376;2;2;2;3;2;2;1;2;J;1;150000;1;150000;1;0;2;2;2;2;858;407,56897
122251;12225103;1990;2;3;2;1;2;2;10;3;5;2;2;2;2;2;2;2;2;2;3;2;2;1;2;J;2;0;0;0;0;0;2;2;2;2;858;359,27567
122291;12229101;1960;1;1;2;3;2;2;5;4;1;5;8;1;2;342691,533;6297825,694;2;2;2;2;2;1;1;2;J;1;3;7;355840;2;1;2;4384;2;2;2;70,61839
122320;12232001;1973;2;2;6;3;2;2;10;4;1;5;5;1;2;341470,33;6296707,97;2;2;2;3;2;2;1;5;J;1;3;3;435385;3;2;234,2373;2;2;2;2;189,38319
122320;12232002;1999;1;3;2;1;1;2;4;7;2;2;2;2;4;2;2;342387,3414;6296358,85;2;2;2;2;1;5;J;2;0;0;0;0;0;226,159;2;2;2;2;154,61232
122320;12232003;2007;2;3;2;1;2;2;2;1;2;2;2;2;3;2;2;342711,7004;6296724,509;2;2;2;2;2;5;J;2;0;0;0;0;0;293,4204;2;2;2;2;207,64435
122351;12235101;1959;1;1;1;3;2;2;4;8;1;3;5;1;2;342982,6711;6297132,988;2;2;2;3;2;6;1;5;J;1;3;2;228045;2;2;256,2618;2;2;2;2;220,86798
122351;12235102;1995;2;3;2;1;1;2;4;3;2;2;2;2;4;2;2;341844,5435;6294937,772;2;2;2;9;1;5;J;2;0;0;0;0;0;123,8392;2;2;2;2;135,0164
122412;12241201;1938;2;1;1;1;2;2;4;6;4;2;2;2;2;2;2;2;2;2;3;2;2;1;5;7;1;3;1;176592;1;2;49,56863;2;2;2;2;29,78268
122423;12242301;1935;2;1;3;1;2;1;4;6;4;2;2;2;2;2;2;2;2;2;3;2;2;2;2;5;1;95000;1;95000;1;0;32,77098;2;2;2;2;13,56581
122551;12255101;1981;2;1;4;3;2;2;7;4;1;5;5;2;2;347426,1688;6305049,771;2;2;2;3;2;2;1;6;J;1;3;2;200748;2;2;91,80396;2;2;2;2;26,16376
122621;12262102;1960;1;1;2;3;2;2;5;4;1;5;5;1;2;0;0;2;2;2;3;2;4;1;2;J;1;3;3;456944;3;2;366,7001;2;2;2;2;152,79184
122781;12278101;1967;1;1;2;3;2;2;5;4;1;5;5;1;2;0;0;2;2;2;3;2;2;2;2;J;1;3;3;400128;3;2;46,84612;2;2;2;2;23,51693
122781;12278103;1993;1;3;2;3;1;2;11;2;2;2;2;2;8;2;2;354167,6235;6304526,237;2;3;2;2;2;2;J;2;0;0;0;0;0;34,54391;2;2;2;2;19,41148
122800;12280002;1969;1;3;3;3;2;2;7;5;1;2;8;2;2;341162,0969;6295196,88;2;2;2;3;2;3;1;2;6;J;1;3;7;268968;2;1;571,9189;2;2;2;2;260,806
122991;12299101;1981;2;1;5;3;2;2;11;5;1;5;5;1;2;343830,4788;6297439,665;2;2;2;3;2;2;1;1;J;1;3;4;1304442;4;2;2;2;2;1820;2;133,66801
123071;12307101;1974;2;2;2;1;2;2;5;4;1;2;5;1;2;341107,4915;6296576,123;2;2;2;3;2;3;1;5;J;1;3;2;230453;2;2;2;159;2;2;2;122,74142
123080;12308002;1985;1;3;2;3;2;2;7;4;1;5;5;1;2;344207,5311;6298994,692;2;2;2;3;2;4;1;1;2;J;1;3;3;562366;3;2;58,66269;2;2;2;2;25,95129
123101;12310106;1964;1;1;2;3;2;2;5;4;1;5;5;1;2;347245,3555;6304425,92;2;2;2;3;2;3;1;1;2;J;1;3;3;724679;3;2;272,0173;2;2;2;2;163,33473
123101;12310107;1984;1;3;2;3;2;2;5;4;1;5;5;1;2;346923,3359;6299999,385;2;2;2;3;2;3;1;1;2;J;1;3;3;555140;3;2;155,8075;2;2;2;2;93,51469
123121;12312101;1945;2;1;4;3;2;2;11;4;3;2;2;2;2;2;2;2;2;2;2;2;10;2;5;6;J;1;500000;3;500000;3;0;59,04413;2;2;2;2;23,45592
123161;12316101;1971;2;1;2;3;2;2;10;4;1;5;5;1;2;351765,06;6289947,26;2;2;2;3;2;2;1;5;J;1;3;4;801168;4;2;2;2;155,8237;2;2;120,64931
123161;12316102;1947;2;4;2;1;2;2;6;1;4;2;2;2;2;2;2;2;2;2;3;2;3;1;5;J;2;0;0;0;0;0;2;2;142,7228;2;2;60,66388
123200;12320004;2011;1;3;2;1;2;2;2;1;2;2;2;2;1;2;2;348153,3124;6307294,5;2;2;2;7;1;5;J;2;0;0;0;0;0;202,0359;2;2;2;2;44,58763
123220;12322002;1978;2;3;2;3;2;2;5;4;1;5;5;1;2;357382,2593;6303062,575;2;2;2;3;2;2;1;5;J;1;3;2;369412;2;2;125,7479;2;2;2;2;122,74142
123261;12326101;1965;2;1;2;3;2;2;5;4;6;2;2;2;2;2;2;2;2;2;3;2;3;1;7;J;2;0;0;0;0;0;2;2;2;3782;2;270,07492
123261;12326104;1991;1;3;1;1;2;2;5;4;2;2;2;2;9;2;2;0;0;2;3;2;3;1;5;J;2;0;0;0;0;0;2;2;2;3782;2;202,42555
123261;12326105;1991;1;5;1;1;2;2;5;4;2;2;2;2;9;2;2;0;0;2;3;2;2;1;5;J;2;0;0;0;0;0;2;2;2;3782;2;202,42555
123301;12330102;1959;1;2;2;3;2;2;7;4;1;2;2;2;2;342916,3441;6307084,618;2;2;2;3;2;2;1;2;5;J;1;3;7;365521;3;1;2;2;96,76894;2;2;43,57812
123331;12333101;1969;1;1;2;3;2;2;5;4;1;2;5;1;2;348151,0435;6305989,321;2;2;2;2;2;10;1;2;6;J;1;3;7;434314;3;1;101,2275;2;2;2;2;53,366
123340;12334002;1958;1;1;4;2;2;2;5;4;1;5;5;1;2;347575,6874;6305538;2;2;2;3;2;3;1;5;J;1;500000;3;500000;3;0;2;1835;2;2;2;68,32961
123391;12339103;1967;1;3;2;3;2;2;7;4;1;5;5;1;2;347042,6229;6300583,348;2;2;2;3;2;4;1;1;2;J;1;3;3;779606;3;2;76,80164;2;2;2;2;71,92204
123391;12339104;1969;1;3;2;3;2;2;5;4;1;5;5;1;2;337752,3546;6308500,232;2;2;2;3;2;4;1;2;J;1;3;3;537525;3;2;76,80164;2;2;2;2;71,92204
123410;12341003;1990;2;4;2;3;2;2;5;4;4;2;2;2;2;2;2;2;2;2;3;2;2;1;2;J;2;0;0;0;0;0;263,6262;2;2;2;2;172,78418
123410;12341006;2013;1;4;2;1;2;2;1;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;J;2;0;0;0;0;0;422,3481;2;2;2;2;210,84787
123441;12344101;1965;1;1;2;3;2;2;10;4;1;5;5;1;2;343821,2164;6304664,876;2;2;2;3;2;3;1;1;J;1;3;5;2255065;5;2;274,0283;2;2;2;2;98,56507
123441;12344102;1940;2;4;1;1;2;2;8;4;3;2;2;2;2;2;2;2;2;2;3;2;5;1;2;5;1;3;3;543831;3;2;123,0132;2;2;2;2;46,514
123471;12347103;1970;2;4;2;3;2;2;5;4;1;5;5;1;2;347221,2084;6303250,195;2;2;2;3;2;3;1;1;2;J;1;3;2;329223;2;2;121,2316;2;2;2;2;32,41746
123511;12351101;1962;1;1;6;3;2;2;10;3;1;2;2;1;2;344500,9909;6309079,546;2;2;2;3;2;2;1;5;6;J;1;400000;2;400000;2;0;321,9934;2;2;2;2;287,75888
123511;12351102;1964;2;2;6;3;2;2;10;3;1;2;2;1;2;344500,9909;6309079,546;2;2;2;3;2;2;1;5;6;J;1;200000;1;200000;1;0;299,9911;2;2;2;2;270,07492
123551;12355101;1974;1;1;2;3;2;2;7;4;1;5;2;1;2;345530,7488;6298352,664;2;2;2;3;2;7;1;5;J;1;3;3;427972;3;2;357,7254;2;2;2;2;619,3335
123571;12357105;1980;1;4;2;3;2;2;5;4;1;2;5;2;2;344886,819;6308836,725;2;2;2;3;2;7;1;5;J;1;3;2;277487;2;2;488,3464;2;2;2;2;259,54303
123571;12357106;1954;1;2;2;3;2;2;5;4;1;2;5;2;2;344886,819;6308836,725;2;2;2;3;2;7;1;5;J;1;3;3;630458;3;2;602,3553;2;2;2;2;265,82556
123582;12358202;1965;2;2;6;3;2;2;11;5;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;J;2;0;0;0;0;0;293,9802;2;2;2;2;293,54706
123582;12358203;1997;1;3;2;1;1;2;5;2;2;2;2;2;4;2;2;343409,312;6308550,552;2;2;2;2;1;5;6;J;2;0;0;0;0;0;267,1488;2;2;2;2;229,7654
123582;12358204;2006;2;3;2;1;2;2;4;1;2;2;2;2;4;2;2;343409,312;6308550,552;2;2;2;3;2;5;6;J;2;0;0;0;0;0;256,6873;2;2;2;2;244,04579
123591;12359101;1973;1;1;3;3;2;2;11;5;1;5;1;1;2;351426,5235;6301633,492;2;2;2;2;2;7;2;2;6;J;1;3;7;617554;3;1;53,89685;2;2;2;2;107,81065
123591;12359102;1972;2;2;4;3;2;2;11;5;1;5;1;1;2;351054,8557;6301336,745;2;2;2;2;2;7;1;5;6;J;1;3;7;499639;3;1;77,95408;2;2;2;2;134,71068
123621;12362104;1992;2;3;2;1;2;2;5;4;1;5;2;1;2;348868,6963;6299981,86;2;2;2;3;2;7;1;5;J;1;3;2;248968;2;2;2;222;2;2;2;64,04752
123651;12365102;1980;1;1;2;3;2;2;5;4;1;2;5;2;2;347835,8294;6307480,441;2;2;2;3;2;2;1;1;J;1;350000;2;350000;2;0;286,1148;2;2;2;2;82,26405
123661;12366103;1975;1;3;2;3;2;2;10;4;1;5;5;1;2;343554,2948;6284541,618;2;2;2;3;2;3;1;1;5;J;1;3;3;610502;3;2;102,9267;2;2;2;2;57,83815
123691;12369101;1967;2;1;2;3;2;2;11;5;1;4;7;1;2;346027,28;6296382,08;2;2;2;3;2;3;1;5;J;1;3;4;900686;4;2;167,4164;2;2;2;2;94,81313
123721;12372101;1970;1;1;2;3;2;2;11;5;1;5;1;1;2;349926,2929;6300777,493;2;2;2;2;2;7;2;5;6;J;1;3;7;585283;3;1;254,2444;2;2;2;2;272,92667
123721;12372102;1953;2;2;2;3;2;2;11;5;1;5;1;1;2;347394,7443;6305030,42;2;2;2;2;2;7;2;5;6;J;1;3;5;2286736;5;2;83,21095;2;2;2;2;95,20528
123721;12372105;1995;1;3;2;1;1;2;5;3;2;2;2;2;4;2;2;343409,312;6308550,552;2;2;2;7;1;5;6;J;2;0;0;0;0;0;215,2524;2;2;2;2;200,49719
123731;12373101;1981;2;1;2;1;2;2;5;4;4;2;2;2;2;2;2;2;2;2;3;2;2;1;5;J;2;0;0;116583;1;1;131,471;2;2;2;2;55,02776
123741;12374101;1960;2;1;2;3;2;2;11;5;4;2;2;2;2;2;2;2;2;2;3;2;3;1;1;J;2;0;0;177888;2;1;167,4164;2;2;2;2;94,81313
123751;12375101;1970;1;1;2;3;2;2;11;5;1;5;5;1;2;356351,92;6302424,24;2;2;2;2;2;7;1;5;J;1;3;4;1389743;4;2;2;2;96,76894;2;2;39,36498
123751;12375102;1972;2;2;2;3;2;2;11;5;4;2;2;2;2;2;2;2;2;2;2;2;7;1;1;J;2;0;0;0;0;0;2;2;91,10642;2;2;28,16123
123751;12375103;1997;2;3;2;1;1;2;4;1;2;2;2;2;4;2;2;343913,638;6308180,911;2;2;2;7;2;1;J;2;0;0;0;0;0;2;2;83,51518;2;2;28,91827
123811;12381101;1985;2;1;2;3;2;2;11;5;1;5;5;1;2;346139,29;6298180,13;2;2;2;3;2;3;1;5;J;1;3;3;506212;3;2;67,69822;2;2;2;2;42,45243
123811;12381102;1988;1;4;2;4;2;2;10;4;1;5;8;1;2;346139,29;6298180,13;2;2;2;3;2;2;1;5;J;1;340000;2;340000;2;0;63,2493;2;2;2;2;41,7443
